Epoch, Loss, Train Accuracy, Test Accuracy, Time Taken(s)
1,0.156814,0.93,0.95,0.002000
2,1.326025,0.58,0.41,0.004000
3,0.060447,0.98,0.90,0.006000
4,0.049031,0.99,0.97,0.013000
5,0.019891,1.00,0.97,0.017000
6,0.002817,1.00,0.95,0.019000
7,0.002321,1.00,0.95,0.021000
8,0.001708,1.00,0.95,0.023000
9,0.001532,1.00,0.97,0.025000
10,0.001237,1.00,0.97,0.028000
11,0.001131,1.00,0.97,0.030000
12,0.001064,1.00,0.97,0.032000
13,0.001229,1.00,0.97,0.034000
14,0.001136,1.00,0.97,0.036000
15,0.000908,1.00,0.97,0.038000
16,0.000933,1.00,0.97,0.041000
17,0.000849,1.00,0.97,0.043000
18,0.000816,1.00,0.97,0.045000
19,0.000878,1.00,0.97,0.047000
20,0.000828,1.00,0.97,0.049000
21,0.000892,1.00,0.97,0.051000
22,0.000720,1.00,0.97,0.053000
23,0.000693,1.00,0.97,0.055000
24,0.000667,1.00,0.97,0.057000
25,0.000670,1.00,0.97,0.059000
26,0.000643,1.00,0.97,0.061000
27,0.000615,1.00,0.97,0.064000
28,0.000602,1.00,0.97,0.067000
29,0.000592,1.00,0.97,0.069000
30,0.000569,1.00,0.97,0.071000
31,0.000551,1.00,0.97,0.073000
32,0.000554,1.00,0.97,0.075000
33,0.000523,1.00,0.97,0.077000
34,0.000511,1.00,0.97,0.079000
35,0.000497,1.00,0.97,0.081000
36,0.000493,1.00,0.97,0.083000
37,0.000491,1.00,0.97,0.085000
38,0.000499,1.00,0.97,0.087000
39,0.000464,1.00,0.97,0.089000
40,0.000461,1.00,0.97,0.092000
41,0.000449,1.00,0.97,0.094000
42,0.000451,1.00,0.97,0.096000
43,0.000444,1.00,0.97,0.098000
44,0.000437,1.00,0.97,0.100000
45,0.000425,1.00,0.97,0.102000
46,0.000418,1.00,0.97,0.104000
47,0.000414,1.00,0.97,0.106000
48,0.000413,1.00,0.97,0.108000
49,0.000403,1.00,0.97,0.110000
50,0.000392,1.00,0.97,0.112000
51,0.000388,1.00,0.97,0.114000
52,0.000383,1.00,0.97,0.116000
53,0.000377,1.00,0.97,0.118000
54,0.000371,1.00,0.97,0.120000
55,0.000367,1.00,0.97,0.123000
56,0.000361,1.00,0.97,0.125000
57,0.000355,1.00,0.97,0.127000
58,0.000351,1.00,0.97,0.129000
59,0.000347,1.00,0.97,0.132000
60,0.000341,1.00,0.97,0.134000
61,0.000340,1.00,0.97,0.136000
62,0.000343,1.00,0.97,0.138000
63,0.000341,1.00,0.97,0.140000
64,0.000342,1.00,0.97,0.142000
65,0.000336,1.00,0.97,0.145000
66,0.000319,1.00,0.97,0.148000
67,0.000318,1.00,0.97,0.150000
68,0.000313,1.00,0.97,0.152000
69,0.000311,1.00,0.97,0.154000
70,0.000312,1.00,0.97,0.156000
71,0.000307,1.00,0.97,0.158000
72,0.000306,1.00,0.97,0.160000
73,0.000297,1.00,0.97,0.162000
74,0.000292,1.00,0.97,0.164000
75,0.000288,1.00,0.97,0.167000
76,0.000285,1.00,0.97,0.169000
77,0.000282,1.00,0.97,0.171000
78,0.000278,1.00,0.97,0.173000
79,0.000276,1.00,0.97,0.175000
80,0.000273,1.00,0.97,0.177000
81,0.000273,1.00,0.97,0.179000
82,0.000268,1.00,0.97,0.181000
83,0.000266,1.00,0.97,0.183000
84,0.000270,1.00,0.97,0.185000
85,0.000264,1.00,0.97,0.187000
86,0.000260,1.00,0.97,0.189000
87,0.000257,1.00,0.97,0.191000
88,0.000269,1.00,0.97,0.194000
89,0.000261,1.00,0.97,0.196000
90,0.000250,1.00,0.97,0.198000
91,0.000249,1.00,0.97,0.200000
92,0.000249,1.00,0.97,0.202000
93,0.000244,1.00,0.97,0.204000
94,0.000243,1.00,0.97,0.206000
95,0.000242,1.00,0.97,0.208000
96,0.000239,1.00,0.97,0.210000
97,0.000240,1.00,0.97,0.212000
98,0.000240,1.00,0.97,0.214000
99,0.000233,1.00,0.97,0.216000
100,0.000237,1.00,0.97,0.218000
