Epoch, Loss, Train Accuracy, Test Accuracy, Time Taken(s)
1,0.364295,0.83,0.62,0.000000
2,0.000628,1.00,0.97,0.016000
3,0.034729,1.00,0.85,0.016000
4,0.409222,0.83,0.85,0.016000
5,0.175660,0.92,0.85,0.016000
6,0.002985,1.00,0.97,0.016000
7,0.000224,1.00,0.97,0.016000
8,0.003350,1.00,0.92,0.016000
9,0.032203,1.00,0.82,0.031000
10,0.115305,1.00,0.72,0.035000
11,0.112820,1.00,0.72,0.039000
12,0.039023,1.00,0.79,0.041000
13,0.007785,1.00,0.90,0.043000
14,0.001402,1.00,0.95,0.045000
15,0.000282,1.00,0.97,0.047000
16,0.000117,1.00,0.97,0.049000
17,0.000331,1.00,0.97,0.051000
18,0.001489,1.00,0.97,0.054000
19,0.005551,1.00,0.97,0.056000
20,0.014545,1.00,0.90,0.056000
21,0.022752,1.00,0.85,0.061000
22,0.019716,1.00,0.87,0.061000
23,0.010402,1.00,0.95,0.061000
24,0.004128,1.00,0.97,0.067000
25,0.001500,1.00,0.97,0.068000
26,0.000560,1.00,0.97,0.071000
27,0.000231,1.00,0.97,0.073000
28,0.000115,1.00,0.97,0.075000
29,0.000080,1.00,0.97,0.077000
30,0.000083,1.00,0.97,0.079000
31,0.000108,1.00,0.97,0.081000
32,0.000152,1.00,0.97,0.083000
33,0.000216,1.00,0.97,0.085000
34,0.000298,1.00,0.97,0.087000
35,0.000400,1.00,0.95,0.087000
36,0.000518,1.00,0.95,0.087000
37,0.000648,1.00,0.95,0.087000
38,0.000783,1.00,0.95,0.087000
39,0.000913,1.00,0.95,0.087000
40,0.001029,1.00,0.95,0.087000
41,0.001119,1.00,0.92,0.087000
42,0.001176,1.00,0.92,0.104000
43,0.001197,1.00,0.92,0.104000
44,0.001181,1.00,0.92,0.104000
45,0.001134,1.00,0.92,0.104000
46,0.001063,1.00,0.92,0.104000
47,0.000976,1.00,0.95,0.104000
48,0.000881,1.00,0.95,0.104000
49,0.000785,1.00,0.95,0.118000
50,0.000692,1.00,0.95,0.119000
51,0.000606,1.00,0.95,0.119000
52,0.000529,1.00,0.95,0.119000
53,0.000461,1.00,0.95,0.119000
54,0.000401,1.00,0.95,0.119000
55,0.000350,1.00,0.97,0.119000
56,0.000307,1.00,0.97,0.119000
57,0.000270,1.00,0.97,0.133000
58,0.000238,1.00,0.97,0.134000
59,0.000211,1.00,0.97,0.134000
60,0.000189,1.00,0.97,0.134000
61,0.000170,1.00,0.97,0.134000
62,0.000154,1.00,0.97,0.134000
63,0.000140,1.00,0.97,0.134000
64,0.000128,1.00,0.97,0.134000
65,0.000118,1.00,0.97,0.149000
66,0.000109,1.00,0.97,0.153000
67,0.000102,1.00,0.97,0.155000
68,0.000096,1.00,0.97,0.157000
69,0.000091,1.00,0.97,0.160000
70,0.000086,1.00,0.97,0.162000
71,0.000082,1.00,0.97,0.164000
72,0.000079,1.00,0.97,0.166000
73,0.000076,1.00,0.97,0.169000
74,0.000073,1.00,0.97,0.171000
75,0.000071,1.00,0.97,0.171000
76,0.000069,1.00,0.97,0.171000
77,0.000067,1.00,0.97,0.171000
78,0.000066,1.00,0.97,0.171000
79,0.000065,1.00,0.97,0.171000
80,0.000064,1.00,0.97,0.183000
81,0.000063,1.00,0.97,0.186000
82,0.000062,1.00,0.97,0.188000
83,0.000061,1.00,0.97,0.190000
84,0.000061,1.00,0.97,0.192000
85,0.000060,1.00,0.97,0.194000
86,0.000060,1.00,0.97,0.196000
87,0.000060,1.00,0.97,0.197000
88,0.000059,1.00,0.97,0.199000
89,0.000059,1.00,0.97,0.201000
90,0.000059,1.00,0.97,0.203000
91,0.000059,1.00,0.97,0.205000
92,0.000058,1.00,0.97,0.207000
93,0.000058,1.00,0.97,0.209000
94,0.000058,1.00,0.97,0.211000
95,0.000058,1.00,0.97,0.213000
96,0.000058,1.00,0.97,0.215000
97,0.000058,1.00,0.97,0.217000
98,0.000058,1.00,0.97,0.219000
99,0.000058,1.00,0.97,0.221000
100,0.000058,1.00,0.97,0.223000
